customer_id,age,gender,region,avg_order_value,orders_per_month,recency_days,tenure_months,pref_electronics,pref_clothing,pref_home,pref_sports,email_open_rate,app_sessions_per_week,ltv,churn
793,69,Male,North,143.0,0,24,9,0.236,0.142,0.314,0.603,0.104,1,50.0,0
794,36,Female,West,157.89,3,3,19,0.65,0.426,0.229,0.577,0.122,0,11912.81,1
795,75,Male,Central,84.68,1,38,87,0.578,0.296,0.129,0.088,0.189,0,7303.16,0
796,64,Male,North,35.86,2,18,105,0.238,0.626,0.048,0.385,0.119,2,7710.5,0
797,33,Male,North,70.45,1,75,28,0.121,0.49,0.147,0.048,0.455,0,899.65,1
798,70,Female,Central,295.54,4,188,80,0.654,0.233,0.299,0.016,0.281,3,116189.27,0
799,22,Female,East,131.86,0,70,26,0.628,0.805,0.465,0.143,0.339,0,466.91,0
800,52,Female,North,153.35,0,130,38,0.19,0.626,0.701,0.022,0.264,1,296.32,0
801,29,Male,South,22.67,2,36,40,0.12,0.347,0.382,0.185,0.503,2,2187.59,1
802,42,Female,South,70.47,1,88,25,0.234,0.165,0.362,0.21,0.337,1,2073.52,0
803,69,Male,West,103.22,1,111,99,0.084,0.478,0.135,0.121,0.384,1,12617.48,1
804,76,Female,West,161.77,2,74,118,0.195,0.461,0.116,0.034,0.474,1,40824.62,0
805,38,Female,Central,24.04,1,42,69,0.048,0.257,0.604,0.255,0.405,2,3006.03,0
806,53,Female,South,173.08,0,58,71,0.142,0.33,0.177,0.145,0.094,3,50.0,1
807,70,Female,East,83.6,2,72,23,0.194,0.302,0.204,0.151,0.194,1,5924.52,1
808,40,Female,East,37.58,1,17,89,0.489,0.563,0.42,0.244,0.092,1,4547.16,1
809,33,Male,South,50.53,0,99,65,0.28,0.51,0.51,0.135,0.067,2,961.21,1
810,74,Female,North,46.5,2,180,22,0.205,0.332,0.53,0.042,0.445,1,2587.01,1
811,56,Male,Central,80.55,2,37,64,0.18,0.454,0.213,0.211,0.445,3,10352.79,0
812,62,Female,Central,24.25,1,72,117,0.624,0.242,0.59,0.031,0.377,2,3507.45,1
813,70,Male,East,33.81,1,80,68,0.132,0.181,0.201,0.113,0.144,0,2509.96,1
814,59,Male,East,154.0,1,65,58,0.029,0.285,0.523,0.077,0.141,2,9893.31,0
815,75,Male,North,31.38,0,47,28,0.455,0.644,0.821,0.333,0.167,1,677.78,0
816,56,Male,East,41.26,1,128,112,0.22,0.124,0.548,0.233,0.631,1,6053.72,1
817,31,Female,West,68.32,1,35,78,0.177,0.374,0.608,0.158,0.053,1,6407.77,0
818,48,Female,East,78.24,0,3,97,0.159,0.222,0.168,0.395,0.068,2,50.0,1
819,75,Male,Central,135.38,2,111,68,0.289,0.43,0.247,0.24,0.127,2,19914.47,0
820,22,Male,East,67.44,3,67,106,0.43,0.038,0.411,0.199,0.232,2,25059.07,0
821,52,Female,South,144.8,1,113,75,0.424,0.189,0.799,0.302,0.379,0,11265.07,0
822,40,Male,West,97.06,1,8,103,0.347,0.32,0.251,0.178,0.436,0,11798.45,1
823,46,Female,North,29.6,0,1,96,0.485,0.052,0.476,0.441,0.411,3,1043.33,1
824,60,Female,South,33.6,3,163,4,0.128,0.755,0.416,0.21,0.6,1,874.46,0
825,28,Female,South,65.96,5,9,1,0.024,0.569,0.065,0.029,0.401,3,50.0,0
826,35,Female,South,60.45,1,99,26,0.524,0.193,0.091,0.058,0.468,1,1697.81,0
827,64,Male,West,128.86,1,103,33,0.202,0.141,0.633,0.143,0.165,0,4616.63,0
828,29,Female,East,89.54,2,74,81,0.475,0.068,0.537,0.633,0.109,1,16647.68,1
829,26,Male,West,59.3,0,8,27,0.073,0.27,0.282,0.334,0.189,4,327.99,0
830,27,Male,East,34.98,1,66,42,0.288,0.427,0.134,0.189,0.63,1,2450.77,1
831,75,Female,South,40.58,0,131,69,0.15,0.204,0.119,0.106,0.265,2,50.0,1
832,61,Male,West,88.55,0,33,71,0.269,0.062,0.048,0.032,0.395,5,656.55,1
833,34,Female,North,64.05,4,32,64,0.358,0.326,0.406,0.205,0.386,4,19217.2,0
834,78,Female,North,77.88,1,35,25,0.396,0.185,0.072,0.386,0.369,1,3141.33,0
835,55,Female,East,34.97,0,5,72,0.226,0.274,0.12,0.058,0.255,1,50.0,0
836,24,Female,South,106.99,0,133,98,0.118,0.261,0.289,0.075,0.146,2,219.23,1
837,63,Male,North,173.14,2,122,105,0.222,0.259,0.615,0.15,0.326,0,39297.27,0
838,30,Male,East,43.87,2,370,4,0.558,0.554,0.41,0.306,0.311,2,287.98,1
839,57,Female,East,74.11,2,52,12,0.283,0.549,0.635,0.106,0.199,1,1562.47,1
840,59,Male,South,316.82,1,83,58,0.055,0.599,0.438,0.118,0.12,0,19067.88,1
841,26,Female,Central,52.43,0,13,95,0.19,0.318,0.682,0.244,0.07,4,1474.7,0
842,67,Female,East,92.32,2,66,11,0.311,0.075,0.077,0.538,0.384,1,2721.67,0
843,44,Female,Central,27.56,2,62,101,0.524,0.362,0.219,0.068,0.143,1,5659.35,0
844,75,Male,North,94.52,2,138,108,0.606,0.562,0.272,0.053,0.164,1,25141.39,1
845,19,Male,East,27.51,0,106,59,0.393,0.436,0.162,0.078,0.513,0,50.0,0
846,22,Male,Central,276.0,0,167,117,0.169,0.362,0.627,0.429,0.026,1,85.96,1
847,46,Male,East,120.61,3,121,36,0.157,0.536,0.231,0.354,0.054,1,14101.02,1
848,54,Female,West,144.15,0,121,109,0.259,0.509,0.565,0.285,0.29,1,148.54,0
849,55,Male,South,117.42,0,3,22,0.272,0.53,0.261,0.215,0.646,3,50.0,0
850,36,Male,North,91.27,3,112,65,0.173,0.326,0.132,0.402,0.606,0,17654.68,0
851,25,Male,East,67.81,2,56,50,0.067,0.513,0.244,0.078,0.05,2,7133.71,1
852,65,Female,South,176.36,1,28,4,0.35,0.144,0.677,0.053,0.248,2,1575.94,1
853,62,Female,Central,271.42,0,3,100,0.165,0.489,0.436,0.132,0.152,2,77.44,0
854,18,Male,North,75.3,0,67,72,0.37,0.301,0.115,0.326,0.242,5,50.0,1
855,39,Male,Central,234.51,1,23,89,0.338,0.25,0.48,0.225,0.43,0,22610.69,0
856,69,Male,Central,90.04,0,37,92,0.507,0.208,0.543,0.041,0.287,0,1243.27,1
857,34,Male,North,81.84,0,68,52,0.624,0.112,0.241,0.207,0.131,1,50.0,1
858,24,Female,South,68.48,3,145,102,0.085,0.181,0.258,0.288,0.279,3,22137.02,1
859,42,Female,Central,38.79,0,104,100,0.117,0.471,0.412,0.054,0.681,0,50.0,1
860,62,Male,Central,20.3,0,35,100,0.579,0.594,0.269,0.071,0.154,0,50.0,0
861,21,Male,South,42.11,0,29,43,0.436,0.229,0.479,0.213,0.228,1,838.44,0
862,53,Other,South,77.02,2,16,105,0.111,0.107,0.254,0.205,0.284,0,15541.64,0
863,23,Male,East,58.24,1,27,46,0.593,0.411,0.426,0.041,0.191,1,2457.59,1
864,77,Female,West,67.61,1,7,4,0.075,0.304,0.306,0.297,0.601,0,1372.14,0
865,48,Male,South,335.6,1,212,13,0.095,0.094,0.313,0.081,0.323,0,5867.09,0
866,36,Female,West,54.5,1,51,38,0.225,0.249,0.707,0.47,0.218,1,3378.68,0
867,78,Male,North,68.15,0,8,45,0.444,0.569,0.038,0.124,0.092,0,392.46,0
868,61,Female,North,31.46,2,26,25,0.193,0.19,0.675,0.101,0.19,1,50.0,1
869,71,Other,South,23.93,0,47,67,0.337,0.438,0.356,0.276,0.415,0,50.0,1
870,56,Male,South,139.48,1,45,55,0.042,0.208,0.369,0.094,0.18,1,8377.23,1
871,44,Male,South,87.64,1,2,96,0.698,0.436,0.101,0.119,0.098,1,9442.38,1
872,27,Male,East,134.4,0,180,39,0.175,0.543,0.576,0.656,0.166,0,50.0,1
873,43,Male,South,32.99,2,19,65,0.344,0.349,0.513,0.018,0.196,1,6082.6,0
874,36,Male,North,87.86,1,0,75,0.292,0.084,0.468,0.258,0.093,1,6271.65,0
875,56,Male,South,43.4,0,4,2,0.285,0.49,0.503,0.103,0.399,2,1597.79,1
876,79,Female,Central,40.71,3,52,69,0.108,0.382,0.411,0.013,0.431,0,9706.28,0
877,20,Male,South,20.93,2,8,86,0.047,0.635,0.449,0.213,0.18,4,4487.91,0
878,62,Male,South,31.17,0,2,62,0.161,0.129,0.049,0.179,0.361,2,50.0,0
879,30,Female,East,49.6,1,28,46,0.366,0.307,0.597,0.516,0.06,2,5047.84,0
880,67,Male,Central,29.94,3,58,77,0.179,0.766,0.428,0.335,0.177,1,8306.24,0
881,45,Female,North,360.69,1,7,112,0.425,0.185,0.078,0.12,0.557,3,45980.57,0
882,79,Male,West,49.53,1,22,87,0.412,0.113,0.346,0.167,0.466,1,4746.22,0
883,75,Female,West,31.17,2,32,111,0.06,0.386,0.234,0.473,0.265,2,7643.03,0
884,37,Female,East,37.76,2,10,31,0.217,0.401,0.158,0.102,0.447,3,2881.0,0
885,45,Female,North,90.88,1,42,99,0.334,0.201,0.826,0.052,0.299,1,10442.45,1
886,25,Other,West,25.29,2,5,102,0.14,0.525,0.383,0.452,0.239,0,6070.07,1
887,78,Male,North,178.69,0,2,105,0.503,0.338,0.222,0.043,0.299,4,522.36,0
888,58,Other,East,280.57,1,44,35,0.224,0.379,0.085,0.316,0.032,1,9235.68,1
889,56,Male,West,42.67,0,17,45,0.074,0.4,0.327,0.139,0.419,3,461.34,1
890,18,Male,North,67.84,1,6,77,0.506,0.401,0.22,0.193,0.335,1,7384.68,0
891,20,Male,West,21.79,0,33,54,0.313,0.524,0.277,0.02,0.168,4,93.0,0
892,30,Female,North,101.89,1,148,71,0.281,0.463,0.291,0.069,0.361,2,8418.32,0
893,45,Male,West,62.74,1,77,69,0.242,0.077,0.188,0.066,0.165,1,4760.65,1
894,79,Female,East,45.18,2,101,29,0.1,0.219,0.329,0.315,0.387,1,2766.61,0
895,74,Female,North,38.54,0,123,72,0.165,0.43,0.026,0.198,0.114,2,510.98,1
896,77,Female,North,104.91,0,215,8,0.031,0.245,0.183,0.019,0.217,0,50.0,0
897,66,Female,Central,63.06,0,86,54,0.319,0.255,0.156,0.172,0.088,0,50.0,1
898,42,Male,North,35.84,2,56,7,0.206,0.503,0.116,0.185,0.24,4,281.27,0
899,73,Male,North,113.47,0,27,83,0.115,0.243,0.342,0.056,0.476,2,50.0,0
900,50,Male,South,86.61,0,12,103,0.078,0.287,0.527,0.521,0.064,2,50.0,1
901,55,Male,East,176.53,2,69,23,0.126,0.309,0.349,0.484,0.404,1,8451.74,0
902,70,Male,East,30.0,2,317,100,0.157,0.392,0.237,0.236,0.213,1,6122.81,0
903,23,Male,North,143.22,0,37,106,0.166,0.711,0.181,0.0,0.195,2,1671.63,1
904,75,Male,South,109.55,2,77,32,0.528,0.366,0.683,0.247,0.41,1,8905.19,1
905,61,Other,North,29.77,3,41,62,0.173,0.28,0.16,0.209,0.461,2,5827.55,1
906,62,Female,North,114.95,1,33,45,0.177,0.168,0.109,0.107,0.125,0,5768.88,1
907,49,Male,South,66.61,2,31,68,0.445,0.392,0.667,0.012,0.51,0,10836.48,0
908,62,Female,West,252.01,2,42,30,0.121,0.215,0.501,0.281,0.385,0,16885.53,0
909,78,Male,North,32.22,1,27,115,0.7,0.221,0.633,0.099,0.349,2,4094.59,0
910,64,Male,South,102.36,2,82,106,0.163,0.575,0.302,0.149,0.184,1,24673.83,1
911,38,Female,South,58.5,0,124,39,0.328,0.273,0.124,0.225,0.564,4,50.0,1
912,33,Female,Central,271.38,1,128,5,0.529,0.805,0.298,0.075,0.221,1,1434.53,0
913,71,Male,Central,52.04,0,15,67,0.3,0.634,0.115,0.312,0.047,1,50.0,0
914,38,Other,West,282.01,1,135,22,0.042,0.211,0.066,0.035,0.279,2,5069.79,0
915,28,Female,North,205.4,0,25,28,0.202,0.549,0.44,0.232,0.467,1,2025.89,1
916,77,Female,North,45.22,4,22,22,0.349,0.264,0.464,0.112,0.143,1,4863.54,1
917,54,Female,South,150.18,0,77,86,0.049,0.118,0.565,0.379,0.4,2,94.05,0
918,53,Female,South,454.17,1,21,98,0.048,0.277,0.474,0.054,0.189,5,45816.61,1
919,52,Male,East,43.3,4,3,29,0.525,0.577,0.292,0.248,0.16,0,7164.11,0
920,36,Male,West,65.93,1,28,43,0.281,0.199,0.566,0.085,0.506,2,3463.61,0
921,37,Male,Central,78.75,0,76,42,0.078,0.26,0.017,0.287,0.369,2,50.0,1
922,74,Male,West,47.96,0,23,60,0.163,0.327,0.286,0.294,0.275,1,50.0,0
923,35,Female,South,21.23,2,59,119,0.25,0.447,0.047,0.221,0.184,1,6856.64,1
924,64,Male,West,39.89,1,64,77,0.318,0.117,0.879,0.458,0.306,2,3311.13,1
925,58,Other,South,46.5,1,79,71,0.118,0.512,0.358,0.114,0.684,1,2913.09,0
926,66,Female,North,66.9,2,136,74,0.349,0.192,0.281,0.132,0.436,2,10905.38,1
927,31,Female,West,35.01,4,33,92,0.334,0.596,0.545,0.148,0.199,1,16606.01,0
928,32,Female,North,185.25,0,10,68,0.239,0.447,0.116,0.241,0.191,1,1040.08,0
929,48,Female,South,117.64,0,23,59,0.213,0.586,0.198,0.058,0.128,3,50.0,0
930,18,Male,South,27.12,0,33,96,0.198,0.214,0.165,0.267,0.474,2,2659.93,0
931,70,Female,West,104.01,2,75,86,0.303,0.27,0.141,0.255,0.209,0,20197.54,1
932,71,Male,West,104.83,0,0,84,0.172,0.393,0.448,0.861,0.407,0,50.0,0
933,71,Female,South,270.29,0,22,112,0.245,0.518,0.48,0.074,0.236,1,72.43,0
934,20,Male,West,20.24,4,90,84,0.193,0.302,0.551,0.599,0.005,1,6896.7,0
935,33,Female,South,42.79,1,66,6,0.215,0.568,0.105,0.069,0.059,1,917.81,1
936,40,Female,South,230.26,2,78,73,0.343,0.155,0.249,0.217,0.127,1,37580.58,0
937,74,Male,West,235.22,2,100,28,0.401,0.264,0.461,0.07,0.195,0,14457.59,0
938,28,Male,West,122.0,0,91,77,0.255,0.367,0.372,0.281,0.592,3,507.59,1
939,29,Other,Central,136.11,2,68,31,0.7,0.262,0.127,0.279,0.314,1,8968.48,0
940,27,Female,North,27.68,2,34,39,0.245,0.065,0.847,0.098,0.247,1,2559.97,0
941,49,Female,West,77.7,2,246,50,0.192,0.192,0.274,0.325,0.378,4,10720.41,1
942,33,Female,East,41.07,2,50,78,0.053,0.213,0.229,0.353,0.506,2,7791.74,0
943,25,Male,Central,35.99,1,13,86,0.193,0.339,0.083,0.163,0.413,0,2215.69,0
944,55,Male,North,152.99,0,20,37,0.311,0.284,0.179,0.041,0.199,3,1482.68,1
945,29,Male,West,31.61,2,70,118,0.57,0.331,0.305,0.29,0.102,1,9121.55,1
946,41,Female,East,70.59,0,155,109,0.271,0.185,0.135,0.516,0.234,1,50.0,1
947,45,Male,South,243.2,0,11,88,0.194,0.433,0.059,0.172,0.24,3,78.0,0
948,70,Female,East,36.45,1,5,72,0.245,0.141,0.221,0.572,0.227,1,3971.52,1
949,25,Female,South,325.31,0,127,15,0.625,0.477,0.181,0.201,0.224,0,50.0,1
950,75,Female,East,433.21,2,148,51,0.414,0.686,0.556,0.209,0.36,1,51205.66,0
951,45,Female,Central,84.89,2,19,105,0.418,0.548,0.233,0.109,0.154,0,20176.75,1
952,53,Other,East,34.92,2,28,70,0.221,0.155,0.031,0.542,0.246,0,5372.49,1
953,43,Male,East,50.4,1,64,23,0.487,0.331,0.275,0.084,0.314,1,418.54,0
954,25,Female,East,64.2,2,24,25,0.093,0.52,0.209,0.176,0.39,3,3631.98,1
955,75,Female,North,49.61,0,125,95,0.507,0.31,0.598,0.219,0.144,0,50.0,1
956,77,Female,North,46.35,0,6,46,0.176,0.681,0.59,0.01,0.286,0,50.0,1
957,67,Female,East,306.7,0,2,93,0.254,0.306,0.332,0.148,0.418,0,520.52,1
958,45,Male,South,33.32,1,14,23,0.173,0.496,0.433,0.15,0.109,1,1325.26,0
959,45,Male,North,125.74,1,20,10,0.37,0.244,0.654,0.391,0.569,0,1739.02,1
960,54,Female,East,20.03,0,7,73,0.342,0.427,0.525,0.302,0.635,2,50.0,0
961,58,Male,South,92.54,2,4,113,0.378,0.241,0.604,0.009,0.097,1,22604.2,0
962,53,Female,South,218.1,2,84,77,0.083,0.253,0.35,0.572,0.202,3,35930.8,0
963,44,Female,East,47.17,0,10,32,0.13,0.528,0.287,0.404,0.337,3,50.0,1
964,71,Male,North,36.42,3,147,113,0.282,0.034,0.208,0.051,0.026,2,14176.61,0
965,34,Female,Central,104.37,1,27,51,0.265,0.085,0.104,0.096,0.517,1,4841.51,0
966,26,Male,Central,119.75,2,66,109,0.328,0.104,0.618,0.353,0.22,3,27895.62,0
967,50,Female,West,113.19,3,15,41,0.088,0.634,0.221,0.327,0.429,0,14648.12,0
968,70,Female,North,50.77,2,16,65,0.083,0.162,0.102,0.263,0.312,3,6855.21,0
969,37,Female,West,43.25,1,51,65,0.278,0.854,0.533,0.126,0.302,2,3734.89,0
970,30,Male,West,269.74,2,49,101,0.705,0.086,0.529,0.022,0.174,4,66639.03,1
971,45,Male,West,225.43,1,87,40,0.106,0.059,0.191,0.204,0.501,2,9845.32,0
972,65,Female,North,68.9,2,85,18,0.072,0.204,0.747,0.087,0.226,0,3080.01,0
973,46,Female,East,169.76,0,66,36,0.237,0.292,0.3,0.01,0.517,1,50.0,0
974,30,Female,West,68.17,0,35,31,0.498,0.46,0.414,0.557,0.241,0,1228.68,1
975,63,Male,East,64.19,2,132,54,0.463,0.198,0.061,0.347,0.103,0,7445.77,1
976,52,Male,East,33.64,0,58,63,0.219,0.62,0.101,0.194,0.286,0,50.0,1
977,78,Male,East,64.47,0,277,1,0.404,0.525,0.639,0.115,0.275,4,296.98,0
978,23,Female,East,81.67,2,102,111,0.108,0.251,0.154,0.405,0.169,0,18899.5,0
979,35,Male,North,21.82,1,2,52,0.511,0.471,0.103,0.027,0.167,4,2649.2,1
980,68,Male,East,66.98,6,23,100,0.178,0.249,0.598,0.06,0.304,2,43003.67,0
981,22,Female,North,141.62,1,50,57,0.287,0.207,0.035,0.309,0.24,1,8182.13,0
982,64,Male,South,111.17,1,76,9,0.285,0.475,0.218,0.104,0.33,0,691.11,1
983,42,Other,South,100.66,0,47,86,0.316,0.236,0.149,0.266,0.476,1,277.82,0
984,19,Female,East,212.24,0,92,92,0.111,0.443,0.093,0.504,0.038,1,344.43,1
985,27,Female,North,21.46,1,19,90,0.724,0.315,0.022,0.073,0.286,1,1379.43,1
986,73,Male,West,85.14,3,12,116,0.136,0.531,0.361,0.183,0.332,1,32568.44,0
987,47,Male,West,143.85,1,3,74,0.527,0.383,0.394,0.164,0.375,0,12282.66,0
988,67,Female,North,82.35,0,51,56,0.375,0.474,0.592,0.081,0.071,1,50.0,0
989,76,Female,North,51.31,1,70,47,0.204,0.286,0.302,0.226,0.595,4,2382.84,0
990,62,Female,North,31.72,0,23,3,0.075,0.585,0.361,0.327,0.429,0,376.07,0
991,22,Male,Central,194.83,1,57,2,0.203,0.187,0.377,0.197,0.212,1,1118.95,1
992,72,Female,East,70.91,1,3,54,0.078,0.466,0.505,0.398,0.246,2,4133.74,1
993,73,Female,East,188.37,0,6,37,0.178,0.087,0.287,0.111,0.324,2,1452.26,1
994,50,Female,North,90.52,0,72,56,0.134,0.428,0.544,0.212,0.179,3,1453.11,0
995,71,Female,East,109.72,0,27,31,0.069,0.439,0.307,0.168,0.21,3,513.82,1
996,18,Female,Central,150.48,2,66,97,0.161,0.685,0.096,0.136,0.049,3,33490.45,1
997,35,Female,West,106.11,1,106,96,0.547,0.451,0.53,0.868,0.521,0,11260.26,0
998,49,Male,East,60.61,1,114,107,0.144,0.147,0.498,0.083,0.319,0,6821.35,1
999,64,Female,North,77.66,1,11,12,0.17,0.342,0.215,0.559,0.273,0,50.0,1
1000,66,Male,North,149.98,2,39,58,0.075,0.203,0.15,0.052,0.244,4,18128.25,0
1001,28,Male,North,57.43,2,79,67,0.34,0.185,0.343,0.123,0.405,2,8199.79,1
1002,38,Male,South,59.3,1,89,119,0.213,0.295,0.438,0.127,0.212,1,7708.09,1
1003,43,Male,North,28.05,1,92,112,0.262,0.019,0.71,0.07,0.342,1,2909.83,0
1004,42,Male,South,216.82,1,15,26,0.271,0.659,0.652,0.128,0.206,1,6306.86,0
1005,39,Male,South,27.64,1,12,78,0.209,0.379,0.202,0.139,0.292,1,2816.35,1
1006,76,Female,Central,103.58,3,53,12,0.511,0.148,0.411,0.265,0.34,0,3548.23,0
1007,44,Female,East,62.64,1,81,116,0.168,0.217,0.842,0.231,0.215,2,7844.13,0
1008,66,Male,West,61.62,0,23,90,0.44,0.305,0.098,0.37,0.325,1,393.33,1
1009,30,Female,West,111.04,2,6,16,0.12,0.181,0.353,0.367,0.128,1,3332.22,0
1010,50,Female,North,25.56,2,75,53,0.356,0.194,0.228,0.174,0.352,1,1944.48,0
1011,51,Male,West,92.05,0,21,72,0.047,0.322,0.24,0.071,0.557,1,87.52,1
1012,58,Male,South,138.28,0,10,49,0.179,0.593,0.611,0.38,0.385,1,857.68,1
1013,52,Female,East,160.92,3,9,49,0.322,0.547,0.638,0.242,0.287,1,27685.75,0
1014,18,Female,South,34.96,2,22,92,0.213,0.455,0.403,0.11,0.689,1,6492.3,0
1015,38,Female,Central,202.17,1,53,7,0.665,0.143,0.205,0.245,0.309,1,1244.08,1
1016,65,Male,South,105.4,0,26,15,0.298,0.223,0.381,0.1,0.239,2,50.0,0
1017,72,Male,South,190.87,1,1,105,0.251,0.439,0.612,0.782,0.143,3,21052.38,0
1018,23,Male,Central,73.13,2,6,36,0.295,0.186,0.433,0.012,0.319,2,7735.25,0
1019,45,Male,North,82.48,1,20,72,0.28,0.396,0.291,0.194,0.287,2,6888.79,1
1020,34,Male,West,221.1,1,64,74,0.178,0.05,0.305,0.177,0.257,1,18201.69,1
1021,22,Male,West,204.13,1,6,15,0.188,0.398,0.018,0.066,0.432,1,3249.71,1
1022,48,Female,West,67.56,0,49,119,0.375,0.675,0.537,0.086,0.063,0,50.0,1
1023,22,Female,Central,45.66,0,7,62,0.309,0.579,0.385,0.202,0.301,1,676.74,1
1024,55,Male,Central,59.96,0,14,18,0.089,0.58,0.134,0.253,0.119,0,1532.69,1
1025,20,Female,North,59.25,3,11,46,0.303,0.461,0.137,0.391,0.238,1,8303.79,0
1026,70,Male,West,47.05,0,4,101,0.177,0.366,0.279,0.115,0.133,3,50.0,0
1027,40,Male,East,45.02,1,66,105,0.277,0.691,0.207,0.202,0.552,1,5685.5,0
1028,54,Male,East,177.9,2,37,109,0.228,0.197,0.37,0.262,0.373,3,44281.94,1
1029,70,Female,North,25.79,1,106,61,0.069,0.445,0.518,0.234,0.172,3,1764.7,0
1030,54,Other,West,110.56,1,6,115,0.35,0.509,0.359,0.151,0.584,0,13917.8,1
1031,27,Female,Central,35.18,1,9,43,0.491,0.202,0.081,0.236,0.447,0,3097.21,1
1032,27,Male,Central,53.79,1,21,44,0.542,0.305,0.035,0.091,0.437,1,2632.8,0
1033,36,Female,South,25.08,0,87,99,0.116,0.309,0.554,0.436,0.109,0,50.0,1
1034,34,Male,North,45.17,2,21,66,0.183,0.553,0.226,0.241,0.182,0,7189.53,0
1035,38,Female,South,137.03,0,31,55,0.137,0.296,0.396,0.145,0.293,1,971.69,1
1036,31,Female,West,193.04,0,21,86,0.156,0.244,0.559,0.147,0.467,1,50.0,0
1037,26,Male,West,40.03,2,5,79,0.235,0.535,0.375,0.118,0.364,4,7599.4,0
1038,63,Female,East,69.82,0,168,101,0.228,0.67,0.464,0.169,0.106,0,50.0,0
1039,18,Female,North,70.84,1,47,39,0.507,0.65,0.353,0.407,0.625,1,2374.6,1
1040,68,Male,South,185.45,2,93,100,0.14,0.101,0.04,0.04,0.115,1,39776.84,0
1041,62,Female,East,135.11,1,64,5,0.464,0.501,0.613,0.229,0.095,3,600.44,0
1042,30,Male,Central,77.57,2,43,57,0.324,0.097,0.325,0.106,0.173,1,8951.99,0
1043,21,Female,East,108.87,1,5,112,0.511,0.569,0.118,0.105,0.46,3,15679.92,0
1044,79,Female,South,170.37,2,61,15,0.269,0.635,0.145,0.388,0.323,1,6433.08,0
1045,18,Female,East,20.77,0,10,91,0.184,0.321,0.107,0.238,0.278,2,50.0,0
1046,66,Female,North,61.25,2,32,16,0.03,0.126,0.217,0.162,0.472,1,1463.62,1
1047,57,Female,Central,210.22,1,59,57,0.133,0.496,0.142,0.165,0.15,2,12521.23,0
1048,49,Male,South,127.86,1,91,100,0.124,0.081,0.334,0.386,0.223,3,11824.05,1
1049,51,Female,East,82.62,0,69,102,0.167,0.103,0.183,0.028,0.046,1,1715.29,0
1050,45,Male,South,80.34,2,66,82,0.248,0.568,0.203,0.207,0.456,2,15115.23,0
1051,48,Female,West,54.19,2,9,99,0.394,0.128,0.319,0.028,0.262,0,11084.1,0
1052,25,Male,West,78.8,2,25,25,0.415,0.711,0.635,0.788,0.082,1,6777.48,0
1053,56,Male,West,105.23,2,2,22,0.265,0.611,0.237,0.366,0.359,4,5050.91,0
1054,43,Female,South,63.35,3,76,31,0.088,0.235,0.04,0.255,0.438,3,6882.86,1
1055,75,Male,South,120.18,0,182,101,0.283,0.086,0.219,0.071,0.204,2,50.0,1
1056,51,Female,North,178.0,0,18,34,0.247,0.148,0.606,0.066,0.339,2,50.0,1
1057,71,Male,West,33.44,1,5,87,0.272,0.545,0.542,0.3,0.186,1,3208.25,0
1058,71,Male,North,68.05,3,38,16,0.505,0.813,0.538,0.183,0.569,2,4511.64,0
1059,20,Female,East,61.94,0,116,70,0.086,0.222,0.432,0.117,0.36,1,1129.54,1
1060,76,Male,Central,113.04,2,48,59,0.23,0.616,0.17,0.398,0.154,2,14698.51,1
1061,67,Male,Central,43.0,3,2,15,0.08,0.408,0.347,0.301,0.062,2,1935.29,1
1062,29,Female,South,101.79,1,219,82,0.171,0.364,0.208,0.011,0.338,2,10535.91,0
1063,18,Male,East,187.96,0,105,102,0.084,0.419,0.724,0.507,0.088,1,482.46,1
1064,71,Female,North,63.32,3,8,13,0.297,0.4,0.751,0.075,0.382,0,2734.02,0
1065,61,Male,West,213.54,6,152,24,0.443,0.139,0.861,0.166,0.015,2,36316.06,0
1066,22,Male,West,418.84,3,35,13,0.301,0.479,0.321,0.066,0.26,0,18328.4,0
1067,47,Female,North,28.97,1,27,65,0.072,0.533,0.406,0.028,0.368,0,1560.59,1
1068,47,Male,South,41.23,2,37,112,0.204,0.16,0.665,0.44,0.281,0,10238.06,0
1069,76,Male,West,260.27,2,107,36,0.163,0.611,0.041,0.358,0.623,1,20898.37,1
1070,74,Male,Central,274.23,1,64,49,0.039,0.315,0.384,0.089,0.392,1,13587.69,0
1071,34,Male,North,28.23,2,3,82,0.567,0.062,0.781,0.106,0.473,2,5774.07,0
1072,65,Female,East,21.21,2,189,48,0.548,0.148,0.293,0.184,0.161,0,823.2,1
1073,64,Male,North,34.05,1,9,97,0.117,0.13,0.162,0.4,0.097,1,2933.5,1
1074,40,Female,North,461.97,3,82,102,0.364,0.239,0.184,0.062,0.552,1,158829.35,0
1075,32,Female,Central,35.88,0,60,43,0.248,0.534,0.166,0.049,0.273,1,50.0,0
1076,54,Male,West,75.86,0,12,6,0.231,0.488,0.675,0.263,0.142,1,50.0,0
1077,38,Female,West,170.93,0,11,81,0.722,0.081,0.106,0.488,0.373,1,50.0,0
1078,31,Male,North,21.65,1,122,68,0.339,0.115,0.238,0.182,0.401,0,1073.41,0
1079,19,Other,West,94.21,1,32,14,0.135,0.787,0.475,0.46,0.687,1,1842.72,1
1080,28,Male,South,45.95,1,63,30,0.219,0.043,0.061,0.277,0.303,1,1904.0,1
1081,68,Female,South,178.63,0,42,110,0.203,0.369,0.249,0.143,0.153,1,1278.44,1
